server_name,owner,table_name,last_analyzed,size_mb,num_rows,object_type
MSGDB6,AVAIL,AVAIL_TEST,2017/08/29,0,0,TABLE
MSGDB6,AVAIL,TABLESPACE_MONITORING,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CONSPT_4,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CONSPH_1,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CON_SQL_SUM_5,2017/08/29,7,180782,TABLE
MSGDB6,IGNITE,CONOBJ_5,2017/08/29,0,1343,TABLE
MSGDB6,IGNITE,CON_EVENT_SUM_3,2017/08/29,0,1735,TABLE
MSGDB6,IGNITE,CON_MODULE_SUM_3,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CON_MACHINE_SUM_3,2017/08/29,0,1101,TABLE
MSGDB6,IGNITE,CON_METRICS_3,2017/08/29,0,24,TABLE
MSGDB6,IGNITE,CON_METRICS_NAMES_3,2017/08/29,0,24,TABLE
MSGDB6,IGNITE,CON_PROBLEM_SUMMARY_3,2017/08/29,0,709,TABLE
MSGDB6,IGNITE,CONTSS1_4,2017/08/29,0,864,TABLE
MSGDB6,IGNITE,CONSW_EC_4,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CON_DBUSER_SUM_4,2017/08/29,0,831,TABLE
MSGDB6,IGNITE,CON_PLAN_SAMPLES_4,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CON_METRICS_HOUR_4,2017/08/29,0,8112,TABLE
MSGDB6,IGNITE,CON_METRICS_HOUR_6,2017/08/29,2,49539,TABLE
