
AMIDALA       ,PUBLIC         ,/5a01f5b3_ClassDeclaration    ,SYS            ,/5a01f5b3_ClassDeclaration    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/3a7277d6_IdentifierExpression,SYS            ,/3a7277d6_IdentifierExpression,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/882f290f_QualifiedIdentifierP,SYS            ,/882f290f_QualifiedIdentifierP,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/3b91a0ad_Identifier          ,SYS            ,/3b91a0ad_Identifier          ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/a7ba3726_CompilerError       ,SYS            ,/a7ba3726_CompilerError       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/b0a5c368_SourcePrintStream   ,SYS            ,/b0a5c368_SourcePrintStream   ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,/c2e9ffed_ArrayType           ,SYS            ,/c2e9ffed_ArrayType           ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/96c872cd_ClassType           ,SYS            ,/96c872cd_ClassType           ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/f451db9f_MethodType          ,SYS            ,/f451db9f_MethodType          ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/aurora/ncomp/java/Type ,SYS            ,oracle/aurora/ncomp/java/Type ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/8347b06_AuroraRuntimeExtensio,SYS            ,/8347b06_AuroraRuntimeExtensio,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/afb8f45_GraphWalker1         ,SYS            ,/afb8f45_GraphWalker1         ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/aurora/util/GraphWalker,SYS            ,oracle/aurora/util/GraphWalker,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/aurora/util/NodeStat   ,SYS            ,oracle/aurora/util/NodeStat   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/c8c89cea_JDKRuntimeExtensions,SYS            ,/c8c89cea_JDKRuntimeExtensions,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/7fef2273_RuntimeExtensions   ,SYS            ,/7fef2273_RuntimeExtensions   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/aurora/util/MSpecMethod,SYS            ,oracle/aurora/util/MSpecMethod,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/1b57ccce_NoUnambiguousMethodE,SYS            ,/1b57ccce_NoUnambiguousMethodE,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/6068de6b_BogusInputStream    ,SYS            ,/6068de6b_BogusInputStream    ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,oracle/aurora/util/MCacheEntry,SYS            ,oracle/aurora/util/MCacheEntry,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/aurora/util/HashBucket ,SYS            ,oracle/aurora/util/HashBucket ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/a18a1121_DynaHashCursor      ,SYS            ,/a18a1121_DynaHashCursor      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/17620e33_DynaHashStats       ,SYS            ,/17620e33_DynaHashStats       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/aurora/util/Statistics ,SYS            ,oracle/aurora/util/Statistics ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/ddadc0ff_AssertionException  ,SYS            ,/ddadc0ff_AssertionException  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/aurora/util/Assertion  ,SYS            ,oracle/aurora/util/Assertion  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/aurora/util/DynaHash$1 ,SYS            ,oracle/aurora/util/DynaHash$1 ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/aurora/util/Identifier ,SYS            ,oracle/aurora/util/Identifier ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/aurora/util/Iterator   ,SYS            ,oracle/aurora/util/Iterator   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/aurora/util/DynaHash   ,SYS            ,oracle/aurora/util/DynaHash   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/ed71e077_JRIExtensions       ,SYS            ,/ed71e077_JRIExtensions       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/9057898b_NodeTraversal       ,SYS            ,/9057898b_NodeTraversal       ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,/12012e35_ClassDescription    ,SYS            ,/12012e35_ClassDescription    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/ee572767_NodeTraverser       ,SYS            ,/ee572767_NodeTraverser       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/3926fff3_NodeAssocFactory    ,SYS            ,/3926fff3_NodeAssocFactory    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/300d78d8_OrderedCollectionCur,SYS            ,/300d78d8_OrderedCollectionCur,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/a1063a0a_OrderedCollection   ,SYS            ,/a1063a0a_OrderedCollection   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/aurora/util/Cursor     ,SYS            ,oracle/aurora/util/Cursor     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/986296e2_WeakHashtableEnumera,SYS            ,/986296e2_WeakHashtableEnumera,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/ba8eebf_SqljTranslatorOutpute,SYS            ,/ba8eebf_SqljTranslatorOutpute,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/5fe8142f_LogTranslationErrorP,SYS            ,/5fe8142f_LogTranslationErrorP,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sqlj/framework/ide/aurora/Log ,SYS            ,sqlj/framework/ide/aurora/Log ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/7238042a_DefaultClassResolver,SYS            ,/7238042a_DefaultClassResolver,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/a17ec054_TranslationByteInput,SYS            ,/a17ec054_TranslationByteInput,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/df79a6ed_IDETranslationUnit  ,SYS            ,/df79a6ed_IDETranslationUnit  ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,sqlj/framework/ide/Options    ,SYS            ,sqlj/framework/ide/Options    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/b8ca1c68_InvalidOptionExcepti,SYS            ,/b8ca1c68_InvalidOptionExcepti,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/240e4393_PropertyListImplEntr,SYS            ,/240e4393_PropertyListImplEntr,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/54d784a_PropertyListImplStatu,SYS            ,/54d784a_PropertyListImplStatu,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/b414f9eb_PropertyListImpl    ,SYS            ,/b414f9eb_PropertyListImpl    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sqlj/mesg/OptionDesc          ,SYS            ,sqlj/mesg/OptionDesc          ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sqlj/mesg/SemanticOptions     ,SYS            ,sqlj/mesg/SemanticOptions     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sqlj/codegen/CursorJSClass$1  ,SYS            ,sqlj/codegen/CursorJSClass$1  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/4eb042e3_CursorJSClassBindExp,SYS            ,/4eb042e3_CursorJSClassBindExp,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/c386b872_CursorJSClassCreateM,SYS            ,/c386b872_CursorJSClassCreateM,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/ccc2e1cc_CursorJSClassElemMet,SYS            ,/ccc2e1cc_CursorJSClassElemMet,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/5877ab68_CursorJSClassJSClass,SYS            ,/5877ab68_CursorJSClassJSClass,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sqlj/codegen/CursorJSClass    ,SYS            ,sqlj/codegen/CursorJSClass    ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,/592751f2_ElemJSClassWithField,SYS            ,/592751f2_ElemJSClassWithField,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sqlj/codegen/ElemJSClass      ,SYS            ,sqlj/codegen/ElemJSClass      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/c56dbe3_ElemJSClassJSConstruc,SYS            ,/c56dbe3_ElemJSClassJSConstruc,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/c6637ff6_ElemJSClassJSMemberI,SYS            ,/c6637ff6_ElemJSClassJSMemberI,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/d5a9b6_ElemJSClassJSMethodImp,SYS            ,/d5a9b6_ElemJSClassJSMethodImp,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sqlj/codegen/ContextJSClass   ,SYS            ,sqlj/codegen/ContextJSClass   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/345f95a9_ParseletFactoryConte,SYS            ,/345f95a9_ParseletFactoryConte,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/4a8727e7_ParseletFactoryCurso,SYS            ,/4a8727e7_ParseletFactoryCurso,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sqlj/util/BlockDescriptor     ,SYS            ,sqlj/util/BlockDescriptor     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/e7301503_ParseletFactoryExecP,SYS            ,/e7301503_ParseletFactoryExecP,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/3a6f450c_ParseletFactoryParse,SYS            ,/3a6f450c_ParseletFactoryParse,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/9145b454_CodeGeneratorFactory,SYS            ,/9145b454_CodeGeneratorFactory,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sqlj/mesg/CodegenErrors       ,SYS            ,sqlj/mesg/CodegenErrors       ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,/74624864_ConnectionFactoryGet,SYS            ,/74624864_ConnectionFactoryGet,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/501bfe51_ConnectionFactory   ,SYS            ,/501bfe51_ConnectionFactory   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sqlj/semantics/AnalysisCache  ,SYS            ,sqlj/semantics/AnalysisCache  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/dde944af_ConnectionManagerCle,SYS            ,/dde944af_ConnectionManagerCle,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/e0d8736_ConnectionManager    ,SYS            ,/e0d8736_ConnectionManager    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sqlj/semantics/ContextAnalysis,SYS            ,sqlj/semantics/ContextAnalysis,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sqlj/semantics/ClassAnalysis  ,SYS            ,sqlj/semantics/ClassAnalysis  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sqlj/semantics/CursorAnalysis ,SYS            ,sqlj/semantics/CursorAnalysis ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/cb7680dc_Oracle8To7TypeProper,SYS            ,/cb7680dc_Oracle8To7TypeProper,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/df3445d9_OracleOTTCustomDatum,SYS            ,/df3445d9_OracleOTTCustomDatum,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/69609d2d_OracleTypeHierarchy ,SYS            ,/69609d2d_OracleTypeHierarchy ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/1cef5dbd_Oracle8TypePropertie,SYS            ,/1cef5dbd_Oracle8TypePropertie,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/73402091_SQLCheckerCustomizer,SYS            ,/73402091_SQLCheckerCustomizer,               ,SYNONYM

AMIDALA       ,PUBLIC         ,/26511d3a_SQLOperationImplProf,SYS            ,/26511d3a_SQLOperationImplProf,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/5ca34f17_SQLOperationImplProf,SYS            ,/5ca34f17_SQLOperationImplProf,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sqlj/semantics/sql/SQLMisc    ,SYS            ,sqlj/semantics/sql/SQLMisc    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/638f3816_ParseException      ,SYS            ,/638f3816_ParseException      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/ce14063a_JJSQLParserCalls    ,SYS            ,/ce14063a_JJSQLParserCalls    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sqlj/semantics/sql/WNode      ,SYS            ,sqlj/semantics/sql/WNode      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sqlj/semantics/sql/SQLParser  ,SYS            ,sqlj/semantics/sql/SQLParser  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sqlj/semantics/sql/SQLUtil    ,SYS            ,sqlj/semantics/sql/SQLUtil    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/3bb2e991_SimpleCheckerImplCle,SYS            ,/3bb2e991_SimpleCheckerImplCle,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/e7cf8a86_SimpleCheckerImplCol,SYS            ,/e7cf8a86_SimpleCheckerImplCol,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/8cb232f3_SimpleCheckerImpl   ,SYS            ,/8cb232f3_SimpleCheckerImpl   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/8cacad5c_OracleOptimizations ,SYS            ,/8cacad5c_OracleOptimizations ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/2f3e9bff_ExecStatement       ,SYS            ,/2f3e9bff_ExecStatement       ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,/1fae271a_IterConvStatement   ,SYS            ,/1fae271a_IterConvStatement   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/dc5b79fb_QueryStatement      ,SYS            ,/dc5b79fb_QueryStatement      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/6f34cf9e_JdbcVersion         ,SYS            ,/6f34cf9e_JdbcVersion         ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/7856ab84_SelectIntoStatement ,SYS            ,/7856ab84_SelectIntoStatement ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/a5bf14b8_TransactionStatement,SYS            ,/a5bf14b8_TransactionStatement,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/7e1bd803_OraCustomizerErrors ,SYS            ,/7e1bd803_OraCustomizerErrors ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/f8a792db_ExecCodegenCodegenPa,SYS            ,/f8a792db_ExecCodegenCodegenPa,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/f7a678d_ExecCodegenContextPar,SYS            ,/f7a678d_ExecCodegenContextPar,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/d94b8d9d_ExecCodegenProfilePa,SYS            ,/d94b8d9d_ExecCodegenProfilePa,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sqlj/codegen/JDBCSetStmt      ,SYS            ,sqlj/codegen/JDBCSetStmt      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/bb0cad89_SynchronizedBlock   ,SYS            ,/bb0cad89_SynchronizedBlock   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sqlj/codegen/ExecStmt         ,SYS            ,sqlj/codegen/ExecStmt         ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/bc0d61c5_FetchIntoStmtFetchIn,SYS            ,/bc0d61c5_FetchIntoStmtFetchIn,               ,SYNONYM

AMIDALA       ,PUBLIC         ,sqlj/codegen/FetchIntoStmt    ,SYS            ,sqlj/codegen/FetchIntoStmt    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sqlj/codegen/IntoGroup        ,SYS            ,sqlj/codegen/IntoGroup        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sqlj/codegen/IteratorMetaData ,SYS            ,sqlj/codegen/IteratorMetaData ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/65d307c_IteratorMetaDataExcep,SYS            ,/65d307c_IteratorMetaDataExcep,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/df245789_JavaToSQLMapMapClass,SYS            ,/df245789_JavaToSQLMapMapClass,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sqlj/codegen/JavaToSQLMap     ,SYS            ,sqlj/codegen/JavaToSQLMap     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/113ef1a_ParamRegProfileParamR,SYS            ,/113ef1a_ParamRegProfileParamR,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/18474569_ParamRegProfile     ,SYS            ,/18474569_ParamRegProfile     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/1e3d78fb_PositionedProfile1  ,SYS            ,/1e3d78fb_PositionedProfile1  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/752eabb6_PositionedProfilePos,SYS            ,/752eabb6_PositionedProfilePos,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/e81be57_PositionedProfilePosT,SYS            ,/e81be57_PositionedProfilePosT,               ,SYNONYM
AMIDALA       ,PUBLIC         ,sqlj/runtime/ForUpdate        ,SYS            ,sqlj/runtime/ForUpdate        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/359c091c_PositionedProfilePos,SYS            ,/359c091c_PositionedProfilePos,               ,SYNONYM

AMIDALA       ,PUBLIC         ,/f3f614d3_PositionedProfile   ,SYS            ,/f3f614d3_PositionedProfile   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/89d806d9_ProfileDataImpl     ,SYS            ,/89d806d9_ProfileDataImpl     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/fd21126f_TransactionControlPr,SYS            ,/fd21126f_TransactionControlPr,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/72fd3439_TransactionControlPr,SYS            ,/72fd3439_TransactionControlPr,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/65022c48_TransactionControlPr,SYS            ,/65022c48_TransactionControlPr,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/34711a2e_TransactionControlPr,SYS            ,/34711a2e_TransactionControlPr,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/267c1098_ProfileImpl         ,SYS            ,/267c1098_ProfileImpl         ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/42516f82_ProfileObjectInputSt,SYS            ,/42516f82_ProfileObjectInputSt,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/9cb8be5a_SerializedProfile   ,SYS            ,/9cb8be5a_SerializedProfile   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/eaa65fad_Customization       ,SYS            ,/eaa65fad_Customization       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/4bcfc569_ExecutionContext1   ,SYS            ,/4bcfc569_ExecutionContext1   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/b9fe5b99_OraRTStatementComman,SYS            ,/b9fe5b99_OraRTStatementComman,               ,SYNONYM
